cmpdiupacname,rotbonds,hbonddonor,mf,cid,complexity,mw,heavycnt,cmpdname,polararea,cmpdinchikey,hbondacc,xlogp
"(3,6,8-trimethyl-5,7-dioxo-2H-pyrazolo[1,2]pyrido[4,5-b]pyrimidin-4-yl) benzoate",3,1,C18H15N5O4,1265597,637,365.342,27,ST083981,109,RYBWDGAALCAZQR-UHFFFAOYSA-N,6,0.001
"7-hexyl-1,3-dimethyl-8-[(2-methylpiperidin-1-yl)methyl]purine-2,6-dione",7,0,C20H33N5O2,3239259,543,375.508,27,SMR000016480,61.7,DHXXLDUDORIXMH-UHFFFAOYSA-N,4,0.003
"1,3-dimethyl-6-[4-[3-(trifluoromethyl)phenyl]piperazin-1-yl]sulfonylquinazoline-2,4-dione",3,0,C21H21F3N4O4S,3239627,870,482.476,33,SMR000026238,89.6,AJWMXHHSPKBBRH-UHFFFAOYSA-N,9,0.002
"5-[[2-[(2-chlorophenyl)methoxy]phenyl]methylidene]-1,3-dimethyl-1,3-diazinane-2,4,6-trione",4,0,C20H17ClN2O4,1271395,610,384.812,27,MLS000587426,66.9,VSEUQEGXLPAPMI-UHFFFAOYSA-N,4,0.003
"1,3-dimethyl-7-prop-2-enyl-8-pyrrolidin-1-ylpurine-2,6-dione",3,0,C14H19N5O2,719355,462,289.332,21,F0886-0052,61.7,PPBAOLRCQUUVAV-UHFFFAOYSA-N,4,1.3
"5-[7-[(3,4-diethoxyphenyl)methyl]-1,3-dimethyl-2,6-dioxopurin-8-yl]sulfanylpentanenitrile",11,0,C23H29N5O4S,3241567,731,471.572,33,SMR000021232,126,BXEMEFJBLWPSKU-UHFFFAOYSA-N,7,0.003
"3-[(1,3-dimethyl-2,4-dioxoquinazolin-6-yl)sulfonylamino]-N-[2-(4-methylphenyl)ethyl]propanamide",8,2,C22H26N4O5S,3241650,804,458.53,32,SMR000028342,124,QFZQQDONSKWFGE-UHFFFAOYSA-N,6,0.001
"1,3-dimethyl-5-(naphthalen-1-ylmethyl)-1,3-diazinane-2,4,6-trione",2,0,C17H16N2O3,2294595,466,296.32,22,SMR000107976,57.7,QMUOMEHSESLNCG-UHFFFAOYSA-N,3,0.002
"8-[(4-fluorophenyl)methylsulfanyl]-1,3,7-trimethylpurine-2,6-dione",3,0,C15H15FN4O2S,711807,486,334.368,23,CHEMBL1461072,83.7,HGZQKVKWOSVDLJ-UHFFFAOYSA-N,5,0.002
"N-(3-fluorophenyl)-1,3-dimethyl-2,4-dioxoquinazoline-6-sulfonamide",3,1,C16H14FN3O4S,3238884,650,363.363,25,MLS000091685,95.2,IUKFTDNQZIPWMH-UHFFFAOYSA-N,6,0.001
"2-(1,3-dimethyl-2,6-dioxopurin-7-yl)-N-(pyridin-3-ylmethyl)acetamide",4,1,C15H16N6O3,718059,527,328.325,24,MLS000108703,100,WDQGLVMVCGPNJL-UHFFFAOYSA-N,5,-0.6
"1,3-dimethyl-8-thiophen-2-yl-7H-purine-2,6-dione",1,1,C11H10N4O2S,267102,391,262.287,18,CHEMBL298625,97.5,XKANLKMBLCBGOJ-UHFFFAOYSA-N,4,0.001
"1,3-dimethyl-5-[[2-[2-(4-nitrophenoxy)ethoxy]phenyl]methylidene]-1,3-diazinane-2,4,6-trione",6,0,C21H19N3O7,2293952,714,425.391,31,STK070692,122,HKLPLZNWZKJBJP-UHFFFAOYSA-N,7,0.002
"1,3-dimethyl-5-[(5-methylthiophen-2-yl)methyl]-1,3-diazinane-2,4,6-trione",2,0,C12H14N2O3S,2294506,375,266.316,18,ST076013,85.9,LFYXOGJPCWTKNZ-UHFFFAOYSA-N,4,0.001
"N-(3-fluoro-4-methylphenyl)-1,3-dimethyl-2,4-dioxoquinazoline-6-sulfonamide",3,1,C17H16FN3O4S,3241621,680,377.39,26,MLS000091689,95.2,AUDOWKNXSQNFAK-UHFFFAOYSA-N,6,1.8
"5-[(4-butoxyphenyl)methyl]-1,3-dimethyl-1,3-diazinane-2,4,6-trione",6,0,C17H22N2O4,2294288,434,318.367,23,AC1M52VO,66.9,ZVIRBIDBBYOSHU-UHFFFAOYSA-N,4,0.002
"4-(methoxymethyl)-6-methyl-2-(1,3,7-trimethyl-2,6-dioxopurin-8-yl)sulfanylpyridine-3-carbonitrile",4,0,C17H18N6O3S,1279973,654,386.428,27,MLS001197189,130,VNEXLRVTNBNJHJ-UHFFFAOYSA-N,7,0.001
"2-[(1,3-dimethyl-2,6-dioxo-7H-purin-8-yl)amino]butyl acetate",6,2,C13H19N5O4,2802526,471,309.321,22,"2-[(1,3-dimethyl-2,6-dioxo-2,3,6,7-tetrahydro-1H-purin-8-yl)amino]butyl acetate",108,UJIBXGCMTPZSEL-UHFFFAOYSA-N,6,0
"8-(2-chlorophenoxy)-1,3-dimethyl-7-(3-methylbutyl)purine-2,6-dione",5,0,C18H21ClN4O3,1266770,547,376.837,26,MLS000519404,67.7,CQLGAQPKSADMMC-UHFFFAOYSA-N,4,0.003
"4,5-dimethoxy-1,3,7-trimethyl-9H-purine-2,6,8-trione",2,1,C10H16N4O5,262399,469,272.257,19,"4,5-dimethoxy-1,3,7-trimethyltetrahydro-1H-purine-2,6,8(3H)-trione",91.4,NDOKUOMWPDJOAX-UHFFFAOYSA-N,5,-0.001
"1,3-dimethyl-8-(4-nitrophenyl)-7H-purine-2,6-dione",1,1,C13H11N5O4,265603,499,301.257,22,CHEMBL416884,115,GZKNQJOZTRVLIX-UHFFFAOYSA-N,5,2
"7-[(4-chlorophenyl)methyl]-1,3-dimethyl-8-(pyridin-3-ylmethylamino)purine-2,6-dione",5,1,C20H19ClN6O2,4273225,614,410.856,29,SMR000129875,83.4,OARQZQVYHGSCOV-UHFFFAOYSA-N,5,0.002
"7-hexyl-1,3-dimethyl-8-[(4-methylpiperidin-1-yl)methyl]purine-2,6-dione",7,0,C20H33N5O2,3242401,535,375.508,27,SMR000016481,61.7,HTWNFNZUKVVENQ-UHFFFAOYSA-N,4,0.003
"1,3-dimethyl-8-(sulfanylmethyl)-7H-purine-2,6-dione",1,2,C8H10N4O2S,264526,311,226.255,15,"1,3-dimethyl-8-(sulfanylmethyl)-3,7-dihydro-1h-purine-2,6-dione",70.3,QGVAUWIXMHZBST-UHFFFAOYSA-N,4,0.1
"2-[1,3-dimethyl-2,6-dioxo-7-[[3-(trifluoromethyl)phenyl]methyl]purin-8-yl]sulfanylacetic acid",5,1,C17H15F3N4O4S,1272528,680,428.385,29,SMR000020982,121,NBILXXNSGNHLEZ-UHFFFAOYSA-N,9,0.002
"1,3-dimethyl-8-[(2-methylpiperidin-1-yl)methyl]-7-pentylpurine-2,6-dione",6,0,C19H31N5O2,3240684,528,361.481,26,MLS000092218,61.7,SGXJWRAKXCAFPR-UHFFFAOYSA-N,4,0.002
"1,3-dimethyl-5-[(4-oxochromen-3-yl)methylidene]-1,3-diazinane-2,4,6-trione",1,0,C16H12N2O5,3793733,637,312.276,23,"1,3-dimethyl-5-[(4-oxo-4H-chromen-3-yl)methylene]-2,4,6(1H,3H,5H)-pyrimidinetrione",84,RGZXMBNJAYUNJB-UHFFFAOYSA-N,5,0.001
"8-[[3-(aminomethyl)cyclohexyl]methylamino]-7-[(2,4-dichlorophenyl)methyl]-1,3-dimethylpurine-2,6-dione",6,2,C22H28Cl2N6O2,3792760,699,479.402,32,SMR000540622,96.5,XPTRYQLYDHVHAQ-UHFFFAOYSA-N,5,3.7
"6-(2-benzylidenehydrazinyl)-1,3-dimethylpyrimidine-2,4-dione",3,1,C13H14N4O2,4294875,424,258.275,19,GNF-Pf-2515,65,JJGLJKFSBGYWFK-UHFFFAOYSA-N,4,0.001
"6-amino-1,3-dimethyl-5-[2-[1-(2-methylpropyl)benzimidazol-2-yl]sulfanylacetyl]pyrimidine-2,4-dione",6,1,C19H23N5O3S,4800006,695,401.482,28,SMR000154552,127,SSPATQOILRIMTM-UHFFFAOYSA-N,6,0.002
"6-(benzylamino)-1,3-dimethylpteridine-2,4-dione",3,1,C15H15N5O2,2312372,438,297.311,22,SMR000060443,78.4,SUFUBBDIVUQKPC-UHFFFAOYSA-N,5,0.001
,3,0,C24H22N4O2,1305955,678,398.457,30,ZINC01130880,57.9,BTKQLGJSOJYCJI-UHFFFAOYSA-N,3,0.004
"7-[(2-chloro-6-fluorophenyl)methyl]-1,3-dimethyl-8-[(2-methylpiperidin-1-yl)methyl]purine-2,6-dione",4,0,C21H25ClFN5O2,3265960,669,433.906,30,MLS000101846,61.7,CYJYOLWIHVNJIC-UHFFFAOYSA-N,5,0.003
"8-(diethylamino)-1,3-dimethylbenzo[g]pteridine-2,4-dione",3,0,C16H19N5O2,4306202,481,313.354,23,AC1N7PKM,69.6,MDGSCHASRJOGBG-UHFFFAOYSA-N,5,0.001
"1,3-dimethylspiro[1,3-diazinane-5,2'-1-benzothiophene]-2,3',4,6-tetrone",0,0,C13H10N2O4S,2324605,509,290.294,20,SMR000060674,100,AOJMVFZSESQXSW-UHFFFAOYSA-N,5,0.001
"2-(1,3-dimethyl-2,6-dioxopurin-7-yl)-N-(1,3-thiazol-2-yl)acetamide",3,1,C12H12N6O3S,742946,503,320.327,22,F3229-0066,129,MFFJBRVMBXDSLV-UHFFFAOYSA-N,6,-0.1
"7-[(3-bromophenyl)methyl]-1,3-dimethyl-8-(oxolan-2-ylmethylamino)purine-2,6-dione",5,1,C19H22BrN5O3,2815785,608,448.313,28,SMR000143342,79.7,OFCXDXRRFOYHER-UHFFFAOYSA-N,5,0.002
"6-amino-5-[2-[(4-amino-5-cyclopropyl-1,2,4-triazol-3-yl)sulfanyl]acetyl]-1,3-dimethylpyrimidine-2,4-dione",5,2,C13H17N7O3S,4843415,621,351.384,24,T5352803,166,GMCXIBQWIQZMSM-UHFFFAOYSA-N,8,0
"6-amino-5-[2-[(5-amino-1,3,4-thiadiazol-2-yl)sulfanyl]propanoyl]-1,3-dimethylpyrimidine-2,4-dione",4,2,C11H14N6O3S2,4839487,554,342.397,22,T5314329,189,QQGLXYNLCWEPSF-UHFFFAOYSA-N,9,0
"1,3-dimethylpteridine-2,4-dione",0,0,C8H8N4O2,343616,281,192.174,14,"1,3-Dimethyllumazine",66.4,LMXZVISHHDYBFW-UHFFFAOYSA-N,4,-0.3
"N-cyclohexyl-2-(1,3-dimethyl-2,6-dioxopurin-7-yl)acetamide",3,1,C15H21N5O3,775376,505,319.358,23,"N-cyclohexyl-2-(1,3-dimethyl-2,6-dioxo-1,2,3,6-tetrahydro-7H-purin-7-yl)acetamide",87.5,FQXXUVFUWQGLPR-UHFFFAOYSA-N,4,0.8
"4a-hydroxy-6,8-dimethyl-2H-pyrimido[5,4-e][1,2,4]triazine-5,7-dione",0,2,C7H9N5O3,3836441,403,211.178,15,"4a-hydroxy-6,8-dimethyl-2,8-dihydropyrimido[5,4-e][1,2,4]triazine-5,7(4aH,6H)-dione",97.6,PFKYMKKJQQXSGH-UHFFFAOYSA-N,5,-0.002
"[2-(4-amino-1,3-dimethyl-2,6-dioxopyrimidin-5-yl)-2-oxoethyl] 5-nitrofuran-2-carboxylate",5,1,C13H12N4O8,2350896,682,352.256,25,AC1M5C5U,169,GAMIDRHJWDAQLK-UHFFFAOYSA-N,9,0
"[2-(4-amino-1,3-dimethyl-2,6-dioxopyrimidin-5-yl)-2-oxoethyl] 1-(4-fluorophenyl)cyclopentane-1-carboxylate",6,1,C20H22FN3O5,2361426,751,403.404,29,SMR000061569,110,WVMVANGPZXXNFQ-UHFFFAOYSA-N,7,2.4
"5-fluoro-1,3-dimethylpyrimidine-2,4-dione",0,0,C6H7FN2O2,342609,249,158.13,11,"5-Fluoro-1,3-dimethyluracil",40.6,DDEWVRFHURYTHA-UHFFFAOYSA-N,3,0
"[2-(4-amino-1,3-dimethyl-2,6-dioxopyrimidin-5-yl)-2-oxoethyl] 2-(4-methoxyphenyl)quinoline-4-carboxylate",7,1,C25H22N4O6,2363945,896,474.465,35,T0509-7016,132,LWSRCGYBQYXXEU-UHFFFAOYSA-N,8,0.002
"[2-(4-amino-1,3-dimethyl-2,6-dioxopyrimidin-5-yl)-2-oxoethyl] 3-methoxynaphthalene-2-carboxylate",6,1,C20H19N3O6,3302100,749,397.381,29,AC1MND5M,119,YPDWRRZZPYFGTQ-UHFFFAOYSA-N,7,0.002
"[2-(4-amino-1,3-dimethyl-2,6-dioxopyrimidin-5-yl)-2-oxoethyl] 5-bromopyridine-3-carboxylate",5,1,C14H13BrN4O5,3302352,620,397.18,24,T5281432,123,JWLGIVOTYIFNMS-UHFFFAOYSA-N,7,0
"[2-(4-amino-1,3-dimethyl-2,6-dioxopyrimidin-5-yl)-2-oxoethyl] 2-(4-chlorobenzoyl)benzoate",7,1,C22H18ClN3O6,2360429,849,455.847,32,AC1M5TIL,127,QEBLJWQMWWECSE-UHFFFAOYSA-N,7,2.9
"[2-(4-amino-1,3-dimethyl-2,6-dioxopyrimidin-5-yl)-2-oxoethyl] 2-(3-methylphenoxy)acetate",7,1,C17H19N3O6,2362094,644,361.349,26,SMR000061576,119,MPMUZJACUXKOKU-UHFFFAOYSA-N,7,0.001
"2-[7-[(6-chloro-1,3-benzodioxol-5-yl)methyl]-1,3-dimethyl-2,6-dioxopurin-8-yl]sulfanylacetic acid",5,1,C17H15ClN4O6S,1345840,701,438.842,29,ST51009538,140,SUMWHPTWHDLUCN-UHFFFAOYSA-N,8,0.002
"6-[(4-chlorophenyl)methyl]-1,3-dimethylpyrrolo[3,4-d]pyrimidine-2,4-dione",2,0,C15H14ClN3O2,753671,437,303.743,21,SMR000073672,45.6,MYGOUIMJILEORM-UHFFFAOYSA-N,2,0.001
"1,3-dimethyl-5,6-diphenylpyrrolo[3,4-d]pyrimidine-2,4-dione",2,0,C20H17N3O2,753691,525,331.367,25,AC1LFH7A,45.6,PDAZPHHNKAVBCJ-UHFFFAOYSA-N,2,0.002
"1,3,10-trimethylpyrimido[1,2]pyrrolo[4,5-b]pyridazine-2,4-dione",0,0,C12H12N4O2,753710,400,244.249,18,SMR000142978,57.9,CGIRRPTVRPAEOY-UHFFFAOYSA-N,3,0
"1,3,10-trimethyl-5-phenylpyrimido[1,2]pyrrolo[4,5-b]pyridazine-2,4-dione",1,0,C18H16N4O2,753711,533,320.345,24,MLS000048269,57.9,SYIJPTOFGFQAKR-UHFFFAOYSA-N,3,0.002
"6-(4-chloroanilino)-1,3-dimethylpyrimidine-2,4-dione",2,1,C12H12ClN3O2,777117,389,265.695,18,AI-204/31710044,52.6,WUZVNXGMMVIICA-UHFFFAOYSA-N,3,0.001
"8-(dimethylaminodiazenyl)-1,3-dimethyl-7-(oxiran-2-ylmethyl)purine-2,6-dione",4,0,C12H17N7O3,388594,511,307.308,22,AC1L8W7M,98.9,ZAGBBAZLBVIKEV-UHFFFAOYSA-N,7,0
"7-[2-(1,3-benzothiazol-2-ylsulfanyl)ethyl]-1,3-dimethyl-8-(4-methylpiperazin-1-yl)purine-2,6-dione",5,0,C21H25N7O2S2,1391785,722,471.598,32,T6351328,131,UPISRVMUGKJCIY-UHFFFAOYSA-N,8,0.002
"8-[(dibenzylamino)methyl]-1,3-dimethyl-7-(2-methylpropyl)purine-2,6-dione",8,0,C26H31N5O2,3353822,654,445.556,33,SMR000017042,61.7,FSVLFPPPGQBSFJ-UHFFFAOYSA-N,4,0.003
"7-benzyl-8-(3-methoxypropylamino)-1,3-dimethylpurine-2,6-dione",7,1,C18H23N5O3,3899748,511,357.406,26,AC1MZKUU,79.7,PZJXJNRSTNSSPU-UHFFFAOYSA-N,5,0.001
"[2-(4-amino-1,3-dimethyl-2,6-dioxopyrimidin-5-yl)-2-oxoethyl] 1-(3-fluorophenyl)cyclopentane-1-carboxylate",6,1,C20H22FN3O5,2407276,759,403.404,29,SMR000061913,110,STINDKVAEPUMEF-UHFFFAOYSA-N,7,2.4
"5-benzoyl-1,3,6-trimethylpyrimidine-2,4-dione",2,0,C14H14N2O3,802308,461,258.272,19,ZINC00309921,57.7,YWUIFHYPUIILNG-UHFFFAOYSA-N,3,0.001
"6-amino-5-[1-(4-chlorophenyl)-3-methylthieno[2,3-c]pyrazole-5-carbonyl]-1,3-dimethylpyrimidine-2,4-dione",3,1,C19H16ClN5O3S,2395593,769,429.88,29,SMR000151741,130,LNKQTXVDMTTXBM-UHFFFAOYSA-N,6,0.003
"1,3,7-trimethyl-N-(2-methylphenyl)-2,4-dioxo-5-(4-propan-2-ylphenyl)-5,8-dihydropyrido[2,3-d]pyrimidine-6-carboxamide",4,2,C27H30N4O3,4887397,913,458.552,34,STK850083,81.8,MUOCPRGZYZAMKS-UHFFFAOYSA-N,4,0.003
"8-[[4-(3-chlorophenyl)piperazin-1-yl]methyl]-1,3-dimethyl-7-propylpurine-2,6-dione",5,0,C21H27ClN6O2,4891472,643,430.931,30,MLS000104035,64.9,JSHLKEIZXLHECC-UHFFFAOYSA-N,5,2.5
"5-(3,4-dimethoxyphenyl)-1,3,8,8-tetramethyl-5,7,9,10-tetrahydropyrimido[4,5-b]quinoline-2,4,6-trione",3,1,C23H27N3O5,4888956,890,425.477,31,STK583425,88.2,HSGIBEKALQPYQS-UHFFFAOYSA-N,6,0.002
"N-(5-ethyl-1,3,4-thiadiazol-2-yl)-2-(1,3,7-trimethyl-2,4-dioxopyrimido[4,5-d]pyrimidin-5-yl)sulfanylacetamide",5,1,C15H17N7O3S2,3348974,610,407.47,27,F0654-0082,175,APVYMSKIUYPWIY-UHFFFAOYSA-N,9,0.001
"1,3-dimethyl-8-phenyl-8,9-dihydro-7H-pyrimido[4,5-b]quinoline-2,4,6-trione",1,0,C19H17N3O3,4891701,587,335.356,25,MLS000780103,70.6,VZZCFOWJTLPKRM-UHFFFAOYSA-N,4,1.6
"7-benzyl-8-imidazol-1-yl-1,3-dimethylpurine-2,6-dione",3,0,C17H16N6O2,797199,537,336.347,25,ST50433375,76.3,VIYJIIJPJCFGNL-UHFFFAOYSA-N,4,0.001
"methyl 4-(7-butyl-1,3-dimethyl-2,6-dioxopurin-8-yl)oxybenzoate",7,0,C19H22N4O5,2910697,607,386.401,28,SMR000108038,94,NHZZALCSHWXWAT-UHFFFAOYSA-N,6,0.002
"6-(2-hydroxyphenyl)-1,3-dimethyl-5-phenylpyrrolo[3,4-d]pyrimidine-2,4-dione",2,1,C20H17N3O3,2913082,563,347.367,26,SMR000024685,65.8,LFPHFKNYYHMJIF-UHFFFAOYSA-N,3,0.002
"[2-(4-amino-1,3-dimethyl-2,6-dioxopyrimidin-5-yl)-2-oxoethyl] 2-benzoylbenzoate",7,1,C22H19N3O6,2425775,814,421.402,31,AC1M6LJJ,127,PNOXLPJDDAWHRP-UHFFFAOYSA-N,7,0.002
"1,3-dimethyl-8-(2-phenylethylamino)-7-propan-2-ylpurine-2,6-dione",5,1,C18H23N5O2,830029,506,341.407,25,SMR000118419,70.5,PZLRRZOMZYPCGN-UHFFFAOYSA-N,4,0.002
"6-amino-5-[2-(3-benzyl-4-oxoquinazolin-2-yl)sulfanylacetyl]-1,3-dimethylpyrimidine-2,4-dione",6,1,C23H21N5O4S,2427540,911,463.508,33,AC1M6OW8,142,IZAAKMGZXUPGIS-UHFFFAOYSA-N,7,0.002
"7-chloro-1,3,6-trimethylpteridine-2,4-dione",0,0,C9H9ClN4O2,822208,338,240.646,16,MLS000699625,66.4,NFFGFYRLRNSHSV-UHFFFAOYSA-N,4,0
"[2-(4-amino-1,3-dimethyl-2,6-dioxopyrimidin-5-yl)-2-oxoethyl] 1-(thiophene-2-carbonyl)pyrrolidine-2-carboxylate",6,1,C18H20N4O6S,3367448,797,420.439,29,T5289958,159,BQXYHPRCJMGBHT-UHFFFAOYSA-N,8,0.001
,0,0,C22H25N5O4,4890770,1030,423.465,31,AC1NKMTV,93.6,ITWHYQZBVIMANR-UHFFFAOYSA-N,6,0.001
"7-amino-1,3-dimethyl-8H-pyrido[2,3-d]pyrimidine-2,4,5-trione",0,2,C9H10N4O3,389793,477,222.2,16,NSC686397,95.7,QYKJAKMJYFUJKK-UHFFFAOYSA-N,5,-0.001
"5-(2-ethoxyphenyl)-1,3-dimethyl-7-phenylpyrido[2,3-d]pyrimidine-2,4-dione",4,0,C23H21N3O3,2392552,606,387.431,29,T0516-9617,62.7,RLCUBUJEEFJRPO-UHFFFAOYSA-N,4,0.003
"N-[5-(diethylsulfamoyl)-2-methoxyphenyl]-2-(1,3-dimethyl-2,6-dioxopurin-7-yl)acetamide",8,1,C20H26N6O6S,2916260,860,478.522,33,ST50591610,143,YMAGYUDYVGAVCN-UHFFFAOYSA-N,8,0
"1,3-dimethyl-5-[[5-(4-methylphenyl)sulfanylfuran-2-yl]methylidene]-1,3-diazinane-2,4,6-trione",3,0,C18H16N2O4S,1359347,572,356.395,25,MLS000681414,96.1,NDJRZTNJJDDWHK-UHFFFAOYSA-N,5,0.003
"1,3-dimethyl-8-(methylamino)-7-(3-phenylpropyl)purine-2,6-dione",5,1,C17H21N5O2,783993,480,327.38,24,BAS 03819134,70.5,FLZPDVHRJDIJOZ-UHFFFAOYSA-N,4,0.002
"methyl 2-[1,3-dimethyl-8-(morpholin-4-ylmethyl)-2,6-dioxopurin-7-yl]acetate",5,0,C15H21N5O5,3869511,552,351.357,25,F0634-0440,97.2,DFVODWHOFQDUHM-UHFFFAOYSA-N,7,0
"6-amino-1,3-dimethyl-5-[2-[(6-methyl-5-oxo-2H-1,2,4-triazin-3-yl)sulfanyl]acetyl]pyrimidine-2,4-dione",4,2,C12H14N6O4S,2372435,710,338.342,23,T0513-1803,163,ODYQRGPUVPUJSJ-UHFFFAOYSA-N,7,0
"7-[(4-bromophenyl)methyl]-8-(4-hydroxybutan-2-ylamino)-1,3-dimethylpurine-2,6-dione",6,2,C18H22BrN5O3,4364467,557,436.302,27,AC1N9PO0,90.7,MUCGHGLCDADONO-UHFFFAOYSA-N,5,0.002
"2-chloro-N-(1,3-dimethyl-2,4,7-trioxopyrano[2,3-d]pyrimidin-6-yl)benzamide",2,1,C16H12ClN3O5,2380024,729,361.736,25,SMR000065982,96,XREBFQKPLURGEF-UHFFFAOYSA-N,5,0.001
"8-(2-fluorophenyl)-1,3-dimethyl-7H-purine-2,6-dione",1,1,C13H11FN4O2,4367044,433,274.25,20,CHEMBL275329,69.3,VXOYGUZWGONGNM-UHFFFAOYSA-N,4,2.5
"2-(1,3-dimethyl-2,6-dioxopurin-7-yl)-N-(2-methylcyclohexyl)acetamide",3,1,C16H23N5O3,4875317,540,333.385,24,T5293445,87.5,NBAFGSOYDDAOQW-UHFFFAOYSA-N,4,1.2
"[2-(4-amino-1,3-dimethyl-2,6-dioxopyrimidin-5-yl)-2-oxoethyl] 2-(2,4-dichlorophenoxy)acetate",7,1,C16H15Cl2N3O6,2382824,683,416.212,27,AC1M5P8I,119,NVHMJMXHCZMHQA-UHFFFAOYSA-N,7,0.002
"8-[[4-(3-chlorophenyl)piperazin-1-yl]methyl]-7-(2-methoxyethyl)-1,3-dimethylpurine-2,6-dione",6,0,C21H27ClN6O3,3341719,661,446.93,31,SMR000016462,74.2,GIUQCUASWMZPDG-UHFFFAOYSA-N,6,0.001
"8-anilino-1,3-dimethyl-7H-purine-2,6-dione",2,2,C13H13N5O2,378526,410,271.274,20,NSC661161,81.3,RXCJTNUAETXUOY-UHFFFAOYSA-N,4,0.001
"2-(1,3-dimethyl-2,4-dioxo-7-thiophen-2-ylpyrimido[4,5-d]pyrimidin-5-yl)sulfanyl-N-(oxolan-2-ylmethyl)acetamide",6,1,C19H21N5O4S2,4379652,683,447.531,30,F0654-1493,158,ZVGWDCQEANUGTP-UHFFFAOYSA-N,8,0.001
"7-[(4-chlorophenyl)methyl]-8-(ethylamino)-1,3-dimethylpurine-2,6-dione",4,1,C16H18ClN5O2,796599,497,347.799,24,MLS000103096,70.5,IUHAZHCBFYWDDG-UHFFFAOYSA-N,4,0.002
"6-amino-1,3-dimethyl-5-[2-[1-(2-methylphenyl)tetrazol-5-yl]sulfanylacetyl]pyrimidine-2,4-dione",5,1,C16H17N7O3S,2390756,670,387.416,27,T0510-9726,153,HROTWQJQXPIQRQ-UHFFFAOYSA-N,8,0.001
"N-benzyl-2-(1,3,7-trimethyl-2,4-dioxopyrimido[4,5-d]pyrimidin-5-yl)sulfanylacetamide",5,1,C18H19N5O3S,4372899,583,385.44,27,MLS000102202,121,VOJBNGCAKOQXBV-UHFFFAOYSA-N,6,0.001
"6-(2-chlorophenyl)-7-hydroxy-1,3-dimethyl-5H-pyrrolo[3,2-d]pyrimidine-2,4-dione",1,2,C14H12ClN3O3,794662,461,305.716,21,MLS000588750,76.6,WPRCFMLKLUWJTI-UHFFFAOYSA-N,3,0.001
"(E)-N-(1,3-dimethyl-2,6-dioxopyrimidin-4-yl)-3-(4-methoxyphenyl)prop-2-enamide",4,1,C16H17N3O4,840199,548,315.323,23,AK-968/37173296,79,DAJYTXHAZXRBGN-RMKNXTFCSA-N,4,0
"6-amino-5-[2-[1-(2-methoxyethyl)benzimidazol-2-yl]sulfanylacetyl]-1,3-dimethylpyrimidine-2,4-dione",7,1,C18H21N5O4S,3393369,685,403.455,28,ZINC03356155,136,FFSRWNOCKGZCGO-UHFFFAOYSA-N,7,0.001
"N-[4-(3,4-difluorophenyl)-1,3-thiazol-2-yl]-2-(1,3-dimethyl-2,6-dioxopurin-7-yl)acetamide",4,1,C18H14F2N6O3S,3905080,717,432.403,30,AC1MZR2G,129,HRPBTEXCKFWRKR-UHFFFAOYSA-N,8,0.001
"8-[[4-(furan-2-carbonyl)piperazin-1-yl]methyl]-1,3-dimethyl-7-(3-methylbutyl)purine-2,6-dione",6,0,C22H30N6O4,4894361,725,442.511,32,SMR000016478,95.1,AGUUKKXWABRVBZ-UHFFFAOYSA-N,6,0.001
"[2-(4-amino-1,3-dimethyl-2,6-dioxopyrimidin-5-yl)-2-oxoethyl] 2-[3-(trifluoromethyl)phenyl]acetate",6,1,C17H16F3N3O5,3897680,719,399.321,28,ZINC06932555,110,ZNHYHCXBJGKKKB-UHFFFAOYSA-N,9,0.001
"7-[2-(2,8-dimethyl-3,4,4a,9b-tetrahydro-1H-pyrido[4,3-b]indol-5-yl)-2-oxoethyl]-1,3-dimethylpurine-2,6-dione",2,0,C22H26N6O3,3000206,776,422.48,31,ST045568,82,FTKSKOOPDXTDCR-UHFFFAOYSA-N,5,0.001
"7-(2-chloroethyl)-1,3-dimethylpurine-2,6-dione",2,0,C9H11ClN4O2,1882,325,242.662,16,7-(2-Chloroethyl)theophylline,58.4,QCIARNIKNKKHFH-UHFFFAOYSA-N,3,0.1
"4-(1,3-dimethyl-2,6-dioxo-7H-purin-8-yl)benzenesulfonic acid",2,2,C13H12N4O5S,1908,610,336.323,23,8-(p-Sulfophenyl)theophylline,132,LXJSJIXZOAMHTG-UHFFFAOYSA-N,6,1.6
"7-(2,3-dihydroxypropyl)-1,3-dimethylpurine-2,6-dione",3,2,C10H14N4O4,3182,364,254.242,18,dyphylline,98.9,KSCFJBIXMNOVSH-UHFFFAOYSA-N,5,-1.8
"1,3,7-trimethylpurine-2,6-dione",0,0,C8H10N4O2,2519,293,194.19,14,caffeine,58.4,RYYVLZVUVIJVGH-UHFFFAOYSA-N,3,-0.1
,10,2,C19H27N5O5,4486,613,405.448,29,nifekalant,122,OEBPANQZQGQPHF-UHFFFAOYSA-N,7,0.001
"8-[[2-(4-chlorophenyl)-5-methylpyrazol-3-yl]amino]-1,3,7-trimethylpurine-2,6-dione",3,1,C18H18ClN7O2,3000026,629,399.834,28,T5247620,88.3,SDFGHMCHRXLLGS-UHFFFAOYSA-N,5,0.002
"1,3,7-trimethyl-8-[2-(3-methylphenoxy)ethylamino]purine-2,6-dione",5,1,C17H21N5O3,3000087,517,343.38,25,SMR000062352,79.7,GXAMFVAJNBIQOG-UHFFFAOYSA-N,5,0.001
